('110557', ['204084', '154277'])
('45814', ['163796', '58952'])
('48537', ['26639', '65985'])
('194376', ['23156', '18987'])
('232189', ['196212', '50949'])
('39882', ['58222', '66774'])
('39889', ['133158', '99215'])
('80305', ['226685', '9073'])
('62513', ['109021', '24589'])
('80301', ['178733', '209214'])
('251326', ['248765', '119399'])
('133047', ['83797', '131114'])
('1788', ['80205', '126651'])
('112745', ['7517', '60661'])
('1786', ['160193', '180207'])
('70853', ['16077', '7041'])
('48751', ['7041', '79454'])
('59644', ['2321', '53926'])
('161424', ['137424', '61519'])
('161420', ['16077', '102053'])
('40827', ['12523', '71980'])
('67289', ['78534', '68442'])
('42818', ['13491', '66900'])
('216168', ['210722', '90319'])
('70331', ['195588', '229852'])
('129000', ['15399', '58221'])
('17395', ['266363', '135030'])
('99650', ['49735', '65498'])
('99651', ['30690', '78620'])
('54240', ['172987', '79980'])
('71452', ['14135', '143227'])
('238009', ['196641', '68540'])
('71107', ['188967', '11292'])
('78415', ['94783', '10157'])
('52386', ['151369', '162347'])
('198280', ['88214', '113355'])
('78412', ['113354', '61519'])
('679', ['16077', '177795'])
('72158', ['32794', '141441'])
('72151', ['68713', '16991'])
('123205', ['133118', '124618'])
('59399', ['7518', '32654'])
('167148', ['27694', '110390'])
('15503', ['39873', '11499'])
('15506', ['80374', '53328'])
('15507', ['155281', '65985'])
('86483', ['60323', '163266'])
('7607', ['106683', '77909'])
('171029', ['166228', '4591'])
('178089', ['72950', '116052'])
('238919', ['126651', '168269'])
('47445', ['169401', '21481'])
('71860', ['6141', '10182'])
('142457', ['118546', '126124'])
('226604', ['170115', '23692'])
('47448', ['15503', '11219'])
('8467', ['2702', '2905'])
('131775', ['60768', '36593'])
('199950', ['36663', '34330'])
('8464', ['179432', '82569'])
('144443', ['26774', '14856'])
('131770', ['8079', '60345'])
('72372', ['9987', '7517'])
('72373', ['97879', '175293'])
('79454', ['207935', '94125'])
('9853', ['23365', '77015'])
('9856', ['8879', '37872'])
('177972', ['128320', '69557'])
('177971', ['116650', '87584'])
('60295', ['60661', '19805'])
('67860', ['194565', '5264'])
('50579', ['69239', '88392'])
('145869', ['142177', '205696'])
('11778', ['10586', '10806'])
('86151', ['196257', '20496'])
('86150', ['69557', '2522'])
('224603', ['33245', '157209'])
('108168', ['12217', '90752'])
('23176', ['45408', '12217'])
('1522', ['40980', '190153'])
('47627', ['16077', '89171'])
('217560', ['110557', '208304'])
('89883', ['57066', '17404'])
('181547', ['18219', '180207'])
('30236', ['67275', '125796'])
('22229', ['80112', '46228'])
('84884', ['7862', '62095'])
('245579', ['204765', '26102'])
('158079', ['152067', '103630'])
('22555', ['25774', '36739'])
('61421', ['97417', '14856'])
('204963', ['51741', '52756'])
('86030', ['235399', '119657'])
('204965', ['185940', '53926'])
('26422', ['12299', '161494'])
('132445', ['23365', '78534'])
('114299', ['50909', '65113'])
('17931', ['23113', '14593'])
('151265', ['50896', '38925'])
('24687', ['15299', '53926'])
('114292', ['119331', '18099'])
('28158', ['9004', '13367'])
('72483', ['111440', '28848'])
('174051', ['201152', '12492'])
('101001', ['148477', '78336'])
('177359', ['36739', '152067'])
('38908', ['143345', '160981'])
('52406', ['57933', '6618'])
('145247', ['53589', '38371'])
('192025', ['157251', '66900'])
('81685', ['34415', '96836'])
('5945', ['32065', '17308'])
('23790', ['8079', '97417'])
('104316', ['58289', '110557'])
('135798', ['6744', '224043'])
('82484', ['51011', '94158'])
('103501', ['17955', '78934'])
('82481', ['191681', '64058'])
('65109', ['24883', '138603'])
('94088', ['260851', '112217'])
('60557', ['91257', '90748'])
('60559', ['12983', '53926'])
('56705', ['139738', '80112'])
('94085', ['104560', '142530'])
('120478', ['168601', '83076'])
('5124', ['62095', '13491'])
('151912', ['97209', '6377'])
('90977', ['18371', '112813'])
('140743', ['84628', '173180'])
('140741', ['100950', '67587'])
('85216', ['59644', '51203'])
('85212', ['49735', '18987'])
('198918', ['248839', '18714'])
('46172', ['26782', '131632'])
('166199', ['84534', '172566'])
('135073', ['112063', '77910'])
('45956', ['18905', '78954'])
('124319', ['4214', '59601'])
('64416', ['90636', '155687'])
('69131', ['132263', '17619'])
('74363', ['21931', '19751'])
('25242', ['7222', '84249'])
('191394', ['89720', '151517'])
('146740', ['65498', '53166'])
('36086', ['16476', '53186'])
('135382', ['236401', '186264'])
('64048', ['96932', '62129'])
('117216', ['101536', '173180'])
('117219', ['204084', '210121'])
('42258', ['126651', '63392'])
('195556', ['196212', '9898'])
('163106', ['7730', '185925'])
('205379', ['58071', '126866'])
('205378', ['110557', '261374'])
('97376', ['60281', '130821'])
('98537', ['207935', '215968'])
('105046', ['178869', '2734'])
('205372', ['260851', '248134'])
('52429', ['60728', '163796'])
('6026', ['45408', '10247'])
('199479', ['220237', '145139'])
('209714', ['68260', '1024'])
('162672', ['166442', '198886'])
('70191', ['145679', '180223'])
('70620', ['228876', '12451'])
('70193', ['167732', '248807'])
('100837', ['154277', '61216'])
('107576', ['17628', '18099'])
('101900', ['17251', '144433'])
('208304', ['151895', '73082'])
('142264', ['52149', '53640'])
('84825', ['204084', '16004'])
('12368', ['97450', '16141'])
('256626', ['97879', '94934'])
('84166', ['12850', '131321'])
('105266', ['137853', '160147'])
('218985', ['184352', '1057'])
('113355', ['166228', '115960'])
('113354', ['5582', '98537'])
('9074', ['61418', '126651'])
('9073', ['133790', '16364'])
('133383', ['11790', '90737'])
('53485', ['3720', '105096'])
('231897', ['131114', '186911'])
('53483', ['133790', '88214'])
('78083', ['161498', '163796'])
('139977', ['14502', '97878'])
('21561', ['165640', '59601'])
('24040', ['68136', '7795'])
('152173', ['112513', '107395'])
('121697', ['157399', '14502'])
('125376', ['69557', '78287'])
('63393', ['68763', '70759'])
('135928', ['173378', '208546'])
('46634', ['107115', '169401'])
('98820', ['18893', '83408'])
('160291', ['154310', '20057'])
('208518', ['63825', '28103'])
('182705', ['44691', '213208'])
('226967', ['18935', '158167'])
('20966', ['59924', '151895'])
('45739', ['15051', '93484'])
('85593', ['16077', '44233'])
('137609', ['73088', '17251'])
('2915', ['85707', '12945'])
('86091', ['119854', '65985'])
('257784', ['77909', '21928'])
('226960', ['22609', '160193'])
('168735', ['197790', '160193'])
('24305', ['188631', '110557'])
('60864', ['70488', '79390'])
('211774', ['192085', '70560'])
('80125', ['6377', '126819'])
('79139', ['123194', '97525'])
('232512', ['191463', '131581'])
('252497', ['99239', '128037'])
('30458', ['68605', '13193'])
('108283', ['34462', '1086'])
('71710', ['6377', '128132'])
('71713', ['85236', '130892'])
('4322', ['101106', '141490'])
('4325', ['108476', '195031'])
('108578', ['52130', '142026'])
('3146', ['53926', '138376'])
('10751', ['53245', '103266'])
('54135', ['8879', '18756'])
('14593', ['69658', '64373'])
('18077', ['161313', '69709'])
('54133', ['133358', '15578'])
('154968', ['204260', '142530'])
('87143', ['7041', '7049'])
('106769', ['132641', '63023'])
('79687', ['44610', '30090'])
('91024', ['6377', '37903'])
('94506', ['19263', '207861'])
('79683', ['15123', '237635'])
('62044', ['24587', '52348'])
('62046', ['154277', '126077'])
('67670', ['17700', '52321'])
('83305', ['196315', '222606'])
('129490', ['35920', '4029'])
('67678', ['68136', '68135'])
('28444', ['73088', '94610'])
('66812', ['155687', '76718'])
('118463', ['24883', '13281'])
('118464', ['151958', '24883'])
('180796', ['91888', '210767'])
('51501', ['20602', '114160'])
('5770', ['53642', '61585'])
('59077', ['224956', '6853'])
('97977', ['170115', '98185'])
('97976', ['133790', '34723'])
('97971', ['160697', '11543'])
('61635', ['78687', '24883'])
('97978', ['133746', '80726'])
('61630', ['15875', '69642'])
('182952', ['119460', '21434'])
('74627', ['198849', '122209'])
('136262', ['86404', '18311'])
('23896', ['110557', '261374'])
('40154', ['84856', '73435'])
('248521', ['17857', '53257'])
('85162', ['133790', '116191'])
('253070', ['50778', '163796'])
('72741', ['16077', '4020'])
('14778', ['78620', '117251'])
('140021', ['4031', '97450'])
('234482', ['253738', '98006'])
('40252', ['103726', '249429'])
('73169', ['138496', '13480'])
('171766', ['167471', '101152'])
('35976', ['163796', '88653'])
('50909', ['64905', '2437'])
('194913', ['215795', '104054'])
('92596', ['67144', '126571'])
('52646', ['136447', '58221'])
('117026', ['51616', '9755'])
('74190', ['58221', '160935'])
('171831', ['148477', '104973'])
('32998', ['35572', '64905'])
('9812', ['157251', '247087'])
('161242', ['70362', '88653'])
('245187', ['178733', '212607'])
('127592', ['42280', '116191'])
('61090', ['52632', '46608'])
('88214', ['65985', '13491'])
('200363', ['53939', '68143'])
('6618', ['12836', '2321'])
('173692', ['72035', '1752'])
('88748', ['85707', '1156'])
('138032', ['248566', '158125'])
('100334', ['53766', '118114'])
('56575', ['116650', '64779'])
('52850', ['15399', '256'])
('52852', ['51616', '15299'])
('187215', ['177575', '243906'])
('110455', ['94443', '2665'])
('92040', ['112813', '66508'])
('94898', ['197790', '160193'])
('92046', ['94952', '71236'])
('154756', ['220237', '202368'])
('69454', ['414', '67149'])
('140689', ['126077', '15299'])
('151500', ['95878', '77442'])
('140684', ['45408', '97723'])
('19521', ['47321', '44229'])
('22055', ['58952', '66900'])
('65732', ['108992', '133790'])
('150430', ['7862', '16927'])
('12194', ['15776', '4031'])
('22058', ['11292', '5840'])
('159055', ['69658', '151452'])
('81273', ['16077', '44233'])
('124811', ['163796', '79534'])
('2342', ['48704', '40582'])
('119410', ['167471', '39607'])
('129818', ['183545', '60323'])
('119414', ['168284', '247341'])
('249657', ['249549', '136994'])
('69639', ['90084', '15506'])
('119417', ['32998', '5582'])
('73788', ['169401', '49735'])
('43399', ['156162', '69557'])
('242726', ['133243', '73571'])
('43935', ['46962', '88214'])
('43936', ['191463', '260467'])
('88264', ['133176', '61557'])
('49132', ['16919', '137010'])
('21972', ['111279', '126873'])
('79915', ['21446', '50988'])
('116881', ['232708', '208546'])
('261397', ['215795', '131114'])
('195320', ['128039', '7517'])
('90501', ['60661', '71820'])
('81098', ['119361', '86475'])
('192614', ['190321', '11790'])
('90508', ['136508', '18311'])
('93888', ['5966', '107975'])
('13576', ['23692', '77442'])
('4910', ['11816', '13299'])
('104057', ['180620', '17619'])
('104054', ['194913', '3720'])
('96764', ['50462', '20871'])
('104500', ['21446', '18219'])
('96762', ['182113', '53589'])
('235086', ['215968', '97417'])
('53101', ['152209', '204084'])
('11719', ['53929', '70296'])
('11718', ['104925', '15782'])
('53105', ['99466', '6653'])
('97416', ['24790', '266040'])
('97417', ['247087', '131114'])
('160358', ['10165', '85520'])
('62541', ['94125', '16077'])
('96838', ['117986', '121847'])
('96836', ['16077', '38326'])
('58133', ['58221', '160193'])
('190276', ['181019', '14240'])
('17008', ['14923', '157399'])
('172020', ['59269', '4493'])
('116088', ['97417', '117752'])
('138496', ['44229', '14923'])
('17000', ['117386', '68763'])
('138', ['247087', '84250'])
('211187', ['218969', '22129'])
('94690', ['32430', '96932'])
('164844', ['131114', '50644'])
('36471', ['178369', '2437'])
('60768', ['23692', '77442'])
('185940', ['204084', '16240'])
('143952', ['4493', '121086'])
('102907', ['119331', '61885'])
('70293', ['180969', '77128'])
('60765', ['81296', '56813'])
('96045', ['116191', '40323'])
('128316', ['20004', '177575'])
('251699', ['105096', '8449'])
('121195', ['123270', '100943'])
('235881', ['145111', '215328'])
('9682', ['80709', '24883'])
('9685', ['4027', '10519'])
('53814', ['49476', '13634'])
('20511', ['40573', '126285'])
('175697', ['44233', '133746'])
('48517', ['16077', '131114'])
('45836', ['77909', '18077'])
('7257', ['183093', '97209'])
('44610', ['3720', '21446'])
('148774', ['94783', '43276'])
('194359', ['136508', '124379'])
('83824', ['224956', '101085'])
('7259', ['20871', '116650'])
('251349', ['167471', '1797'])
('85792', ['108321', '106683'])
('168122', ['194565', '85707'])
('138943', ['27489', '74652'])
('41132', ['44691', '183499'])
('164437', ['78315', '19751'])
('6853', ['12280', '84071'])
('6852', ['24883', '2059'])
('241330', ['71917', '46334'])
('84443', ['123235', '87584'])
('70873', ['112063', '52069'])
('196609', ['134189', '100178'])
('111889', ['170466', '53589'])
('83797', ['2702', '80012'])
('123591', ['157706', '186918'])
('82', ['92087', '186427'])
('59661', ['115477', '38875'])
('129069', ['96836', '123194'])
('83798', ['47378', '67726'])
('233076', ['231333', '125777'])
('95517', ['177642', '19576'])
('95124', ['97450', '101283'])
('72961', ['20602', '138376'])
('100219', ['110782', '52259'])
('112503', ['163753', '47495'])
('123570', ['15071', '125416'])
('176252', ['84847', '103532'])
('14299', ['15299', '49916'])
('71472', ['9425', '63436'])
('78430', ['53483', '133790'])
('14929', ['13330', '104560'])
('171105', ['163796', '58952'])
('237954', ['70363', '9207'])
('59444', ['70917', '53738'])
('15524', ['53644', '45739'])
('59910', ['92396', '58221'])
('111085', ['160193', '15307'])
('59912', ['27489', '154310'])
('76123', ['9425', '112063'])
('34344', ['23158', '82569'])
('94991', ['3720', '7517'])
('169474', ['212572', '90084'])
('232708', ['220970', '89171'])
('7623', ['121187', '85376'])
('119255', ['131114', '151958'])
('7629', ['18164', '8879'])
('221267', ['132641', '170115'])
('238282', ['112217', '161431'])
('238939', ['124077', '201124'])
('174076', ['134979', '194754'])
('189910', ['67022', '46962'])
('189911', ['69454', '58222'])
('222839', ['188014', '15573'])
('88919', ['113354', '116650'])
('129682', ['182113', '119460'])
('143307', ['89171', '110952'])
('143306', ['53101', '81289'])
('67022', ['36771', '16384'])
('40511', ['133746', '11581'])
('86174', ['177382', '5264'])
('51808', ['85146', '74652'])
('133976', ['61885', '386'])
('40515', ['192085', '12492'])
('100434', ['21446', '32557'])
('9874', ['13367', '79980'])
('181373', ['85493', '115575'])
('100432', ['100943', '64373'])
('31981', ['15299', '180620'])
('11155', ['32654', '7041'])
('108148', ['16476', '53219'])
('11159', ['2437', '53929'])
('23158', ['38371', '3720'])
('47399', ['132641', '139806'])
('136098', ['83445', '165678'])
('3089', ['96932', '48704'])
('23152', ['100206', '16077'])
('219562', ['198805', '185674'])
('23156', ['21446', '872'])
('131828', ['160193', '117557'])
('22201', ['65368', '224957'])
('22206', ['191463', '19576'])
('228969', ['12867', '84356'])
('228178', ['118275', '242684'])
('228965', ['110557', '261374'])
('263892', ['266369', '114789'])
('159260', ['122082', '108476'])
('13800', ['22753', '20372'])
('61809', ['67925', '45825'])
('132597', ['114073', '160998'])
('96226', ['114073', '105574'])
('201670', ['66059', '168018'])
('37323', ['44233', '32654'])
('72350', ['17957', '66502'])
('244422', ['205411', '180207'])
('106597', ['117986', '3342'])
('91923', ['66506', '90686'])
('38327', ['28103', '67812'])
('91925', ['46275', '41799'])
('72357', ['181019', '12410'])
('72359', ['60538', '113355'])
('106599', ['74436', '58877'])
('90262', ['13165', '4651'])
('170314', ['235849', '173077'])
('217394', ['151854', '161313'])
('224085', ['225624', '66689'])
('100299', ['101085', '142770'])
('73409', ['202381', '14278'])
('196154', ['185517', '15399'])
('11852', ['135030', '54034'])
('145220', ['49735', '65498'])
('114012', ['57879', '7072'])
('124018', ['24883', '73431'])
('195987', ['13195', '44963'])
('101219', ['13270', '50377'])
('101218', ['73088', '96972'])
('19114', ['53247', '94783'])
('104330', ['7517', '145140'])
('104335', ['90849', '12771'])
('51718', ['112063', '13195'])
('236016', ['164788'])
('127101', ['22864'])
('127459', ['109733', '72035'])
('241658', ['67368', '159128'])
('221659', ['181019', '108476'])
('21889', ['119460', '5840'])
('186805', ['100434', '114399'])
('124155', ['44691', '198730'])
('60576', ['96932', '63023'])
('120104', ['204084', '145111'])
('120103', ['110557', '261374'])
('153753', ['124379', '49735'])
('15095', ['9898', '99239'])
